Topic	PC	Keywords	Text	label	tweet
9.0	0.1027	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['socialismo', 'reparto', 'equitativo', 'miseria', 'gestionar', 'presupuesto', 'sentimiento', 'servir', 'sur', 'madrid', 'existir', 'club', 'deuda', 'millon', 'parla', 'alcorcon']	@user7	El #socialismo es el reparto equitativo de la miseria. No gestiona presupuestos sino sentimientos y de ello se ha servido en el sur de Madrid muchos años. . De hecho, existe el Club de los 600, que es la deuda que siempre deja el [POLITICAL_PARTY]: 650 millones en #Parla, 612 en #Alcorcón...
11.0	0.1715	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['jugar', 'nieve', 'esquiar', 'calle', 'colaboracion', 'critico', 'nieve', 'convertir', 'pista', 'hielo', 'ayuda', 'despejar', 'rampa', 'portal', 'transitable', 'casa']	@user7	Si vas a salir a jugar con la nieve o a esquiar por la calle te pedimos colaboración. . Quedan horas críticas para que esta nieve se convierta en una gran pista de hielo. . Ayuda a despejar rampas, portales y demás lugares transitables. O bien, #QuédateEnCasa.
12.0	0.1569	politica, publico, educacion, servicio, forma, institucion, programa, sanidad, sistema, comun, jugar, realidad, explicar, falta, recurso, clase, calidad, dedicar, ciencia, privado	['bajada', 'alumno', 'clase', 'historia', 'primaria', 'media', 'estudiante', 'dificultad', 'contar', 'aula', 'alumno']	@user7	📢 Hemos hecho la mayor bajada de alumnos por clase de la historia. En primaria la media pasa de 23 a 18, y en 1º y 2º de la ESO de 28 a 20 estudiantes. . Y lo hemos conseguido a pesar de las dificultades: @user cuenta con más de 22.000 aulas y más de 410.00 alumnos.
3.0	0.2157	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['derecho', 'paciente', 'sugestionado', 'hospital', 'isabel', 'zendal', 'campaña', 'desprestigio', 'desatar', 'zendal', 'centro', 'seguro', 'paciente', 'profesional', 'sanitario', 'hospital', 'españa', 'lucha', 'virus']	@user7	No hay derecho a que muchos pacientes lleguen sugestionados al Hospital Isabel Zendal por la campaña de desprestigio que algunos han desatado. El Zendal es el centro más seguro para pacientes y profesionales sanitarios y el mejor hospital de España en la lucha contra el virus.
13.0	0.108	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['elegir', 'modelo', 'triunfar', 'europa', 'decidir', 'tipo', 'vida', 'consumir', 'hospital', 'colegio', 'modelo', 'izquierda', 'subir', 'lista', 'espera', 'impuesto', 'paro']	@user7	El #26M los madrileños tendrán que elegir entre 2 modelos. Por un lado, el del [POLITICAL_PARTY], que triunfa en Europa, en el que decidimos qué tipo de vida hacer, a qué hora consumir o a qué hospital o colegio ir. Por otro, el modelo de izquierdas que sube listas de espera, impuestos y paro.
11.0	0.1705	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['belen', 'esperado', 'madrid', 'visitar', 'real', 'casa', 'correo', 'puerta', 'sol', 'visita', 'mediodia', 'feliz', 'navidad']	@user7	El belén más esperado de Madrid, el de @user, se puede visitar desde mañana 10 de diciembre en la Real Casa de Correos, Puerta del Sol. . Visitas de 10:00 a 21:00h excepto el 24, el 31 y el 5 de enero, que se podrá hasta el mediodía. ¡Os esperamos! #FelizNavidad
3.0	0.1221	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['monarquia', 'altura', 'gestion', 'preocupacion', 'institucion', 'sanitario', 'administrativo', 'ssmm', 'cariño', 'aniar', 'jugar', 'vida', 'frente', 'virus']	@user7	La Monarquía ha estado a la altura en la gestión del #COVID19 con su preocupación hacia las instituciones sanitarias y administrativas como hoy en @user. Gracias a SSMM por su cariño y cercanía con las personas que se han jugado la vida para hacer frente a este virus.
13.0	0.1211	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['moncloa', 'mano', 'enemigo', 'españa', 'lastrar', 'sentencia', 'ere', 'vivo', 'hipocresia', 'socialismo', 'español', 'robar', 'parado', 'principal', 'victima', 'socialismo', 'paro', 'ruina', 'division']	@user7	Sánchez llegó a Moncloa de la mano de los enemigos de España, lastrándola desde hace dos años. La sentencia de los ERE es otro ejemplo vivo de la hipocresía del socialismo español. Han robado hasta a los parados, sus principales víctimas. El socialismo es paro, ruina y división
0.0	0.123	crisis, empleo, plan, necesitar, economico, empresa, trabajador, cambio, social, sector, medida, ayuda, canario, economia, autonomo, paro, ayudar, laboral, erte, situacion	['madrid', 'liderar', 'reduccion', 'paro', 'españa', 'deg', 'trim', 'desempleado', 'tasa', 'paro', 'reducir', 'punto', 'inicio', 'legislatura', 'trim', 'madrid', 'politica', 'liberal', 'imparable']	@user7	Madrid lidera la reducción del paro en España en este 2° trim. del año: 37.300 desempleados menos. . La tasa de paro se reduce hasta el 10,54%, 7 puntos menos que al inicio de la legislatura y la más baja desde el 4º trim. de 2008. Madrid, con políticas liberales, es imparable.
5.0	0.1114	perder, noticia, palabra, debate, sacar, mentira, verguenza, razon, foto, servir, valer, duda, idea, demostrar, faltar, red, prensa, diario, informacion, publicar	['superar', 'enfermedad', 'obligar', 'operar', 'cara', 'vencer', 'cancer', 'matricula', 'bachiller', 'subcampeon', 'debate', 'faltar', 'venezolano', 'exiliado', 'egoisto', 'frivolo', 'vago', 'pijo', 'hipocrita', 'miratelo']	@user7	@user Uno superó una enfermedad que le obligó a operarse la cara varias veces; otro venció al cáncer; otro es matrícula en bachiller y subcampeón de debate y el que falta es un venezolano exiliado. . Para ti son egoístas, frívolos, vagos, pijos e hipócritas por ser del [POLITICAL_PARTY]. Míratelo.
0.0	0.1077	crisis, empleo, plan, necesitar, economico, empresa, trabajador, cambio, social, sector, medida, ayuda, canario, economia, autonomo, paro, ayudar, laboral, erte, situacion	['noticia', 'españa', 'paro', 'registrado', 'bajar', 'comunidad', 'autonomo', 'madrid', 'bajar', 'paro', 'madrid']	@user7	Grandes noticias para España:. El paro registrado baja en 15 Comunidades Autónomas. En Madrid lo hace en 11.477 personas. Esto es un 2,9% menos respecto a octubre, y un 9,2% respecto a noviembre del año pasado. Nunca había bajado tanto el paro en Madrid en un mes de noviembre.
4.0	0.1496	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['consentir', 'hachazo', 'fiscal', 'reconocer', 'aportar', 'millon', 'español', 'encantar', 'subir', 'impuesto', 'impuesto']	@user7	Lo que no se puede consentir es que les den un hachazo fiscal a los madrileños o no se reconozca lo mucho que ya aportan. A millones de españoles les encantaría que los [POLITICAL_PARTY] dejaran de subirles los impuestos una y otra vez. Menos impuestos, pero para todos.
9.0	0.1524	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['ine', 'region', 'venta', 'minorista', 'media', 'español', 'venta', 'madrid', 'mitad', 'media', 'nacional', 'libertad', 'responsabilidad', 'evitar', 'cierre', 'masivo']	@user7	Según el INE somos la región donde menos caen las ventas del comercio minorista en 2021: un 4,3%, muy por debajo del 10,1% de la media española. . Y en 2020 las ventas en Madrid cayeron la mitad que la media nacional. Libertad y responsabilidad para evitar cierres masivos.
3.0	0.1449	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['efecto', 'tormenta', 'comunidad', 'madrid', 'intervencion', 'bombero', 'daño', 'personal', 'contacto', 'alcalde', 'arganda', 'rey', 'getafe', 'madrid', 'capital', 'trasmitir', 'apoyo']	@user7	🔴 Seguimos los efectos de la importante tormenta que está cayendo sobre la Comunidad de Madrid: Más de 200 intervenciones de Bomberos, sin daños personales en este momento. . En contacto los alcaldes de Arganda del Rey, Getafe y Madrid capital para trasmitirles el apoyo de la CM
9.0	0.1079	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['reunir', 'iante', 'hostelero', 'toledo', 'coincidir', 'bajar', 'impuesto', 'castilla', 'mancha', 'solucion', 'clase', 'pandemia', 'fiscalidad', 'madrid', 'madrid']	@user7	Nos hemos reunido con comerciantes y hosteleros de Toledo y coinciden en que bajar impuestos en Castilla-La Mancha es la solución para que la clase media salga adelante, sobre todo tras estos meses de pandemia. . Quieren la fiscalidad de Madrid, no que a Madrid le vaya peor.
12.0	0.1027	politica, publico, educacion, servicio, forma, institucion, programa, sanidad, sistema, comun, jugar, realidad, explicar, falta, recurso, clase, calidad, dedicar, ciencia, privado	['equipo', 'alumno', 'caluroso', 'acogida', 'vida', 'universitario', 'ambiente', 'debate', 'pensamiento', 'critico', 'izquierda', 'derecha', 'libre', 'rienda', 'vida']	@user7	Gracias a todo el equipo y los alumnos de la @user por su calurosa acogida. La vida universitaria crea el mejor ambiente para el debate y el pensamiento crítico. A izquierda y derecha, personas que serán libres si toman las riendas de su vida. . ¡Volveré!
3.0	0.1233	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['asumir', 'reto', 'presidenta', 'comunidad', 'madrid', 'responsabilidad', 'ilusion', 'traer', 'bienestar', 'libertad', 'prosperidad', 'equipo', 'familia', 'ayudar', 'defraudar']	@user7	Asumo el reto de ser la Presidenta de la Comunidad de Madrid con gran responsabilidad y con la ilusión de traer nuevos tiempos de bienestar, libertad y prosperidad a los madrileños. Gracias a mi equipo, a @user y a mi familia por haberme ayudado. No os voy a defraudar.
0.0	0.145	crisis, empleo, plan, necesitar, economico, empresa, trabajador, cambio, social, sector, medida, ayuda, canario, economia, autonomo, paro, ayudar, laboral, erte, situacion	['madrid', 'impulsar', 'recuperacion', 'españa', 'tasa', 'paro', 'punto', 'inferior', 'asalariado', 'contrato', 'indefinido', 'equilibrio', 'salud', 'economia', 'permitir', 'region', 'empleo']	@user7	Madrid impulsa la recuperación en España. Nuestra tasa de paro es 3 puntos inferior a la media y el 80% de los asalariados tiene contrato indefinido. . El equilibrio entre salud y economía nos ha permitido ser la región que más empleo ha creado en los últimos 2 años.
3.0	0.1374	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['dato', 'desempleo', 'españa', 'preocupante', 'parado', 'erte', 'dato', 'madrid', 'salvar', 'situacion', 'comunidad', 'empleo', 'politica', 'liberal']	@user7	Los datos de desempleo en España son muy preocupantes, con 703.000 parados más que hace un año y 900.000 en ERTE. Sólo los datos de Madrid salvan la situación. . Desde septiembre somos la comunidad que más empleo crea gracias a nuestras políticas liberales.
4.0	0.1131	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['arruinador', 'gobierno', 'españa', 'atentar', 'prosperidad', 'libertad', 'atacar', 'vivienda', 'tocar', 'ahorro', 'pension', 'sumar', 'luz', 'gas...', 'madrid', 'abono', 'EUR', 'tarifa', 'agua...']	@user7	El arruinador Gobierno de España atenta contra la prosperidad y la libertad de los ciudadanos. Tras atacar a la vivienda ahora toca el ahorro en las pensiones. Sumado a la luz, el gas… . Mientras, Madrid deja el abono para mayores a 3€, tiene tarifas del agua…
4.0	0.1484	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['rentable', 'contratar', 'negocio', 'sistema', 'colapsar', 'proponer', 'smi', 'exento', 'cotizacion', 'devolucion', 'trimestral', 'iva', 'retorno', 'impuesto', 'empresa', 'beneficio', 'reflotar', 'economia', 'asfixiar', 'emprendedor', 'foro']	@user7	Si lo rentable es no contratar, no abrir negocios o no trabajar, el sistema colapsa. Proponemos un SMI exento de cotizaciones, devolución trimestral de IVA y retorno de impuestos a empresas con beneficios pasados. No se reflota la economía asfixiando al emprendedor. . #ForoABC
9.0	0.1391	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['turismo', 'comunidad', 'madrid', 'direccion', 'recibir', 'millon', 'turista', 'gasto', 'EUR', 'frente', 'media', 'español', 'conquistar', 'frontera']	@user7	El turismo en la Comunidad de Madrid sigue en la buena dirección. En los 5 primeros meses del año recibimos 3,1 millones de turistas, un 10% más que en 2018. . El gasto media por persona es de 243€ frente a los 155 de la media española. . Y seguimos conquistando fronteras
12.0	0.1165	politica, publico, educacion, servicio, forma, institucion, programa, sanidad, sistema, comun, jugar, realidad, explicar, falta, recurso, clase, calidad, dedicar, ciencia, privado	['efectivamente', 'tema', 'serio', 'informar', 'codigo', 'civil', 'reconocer', 'derecho', 'nacido', 'contar', 'cheque', 'escuela', 'infantil', 'rmi', 'ayuda', 'comar', 'minimo']	@user7	@user Como efectivamente es un tema muy serio, te informo de que el Código Civil y el TC reconocen los derechos de los no nacidos. Por eso ya cuentan para cheques de escuelas infantiles o la RMI entre otras ayudas. Y quiero que todos coman, como mínimo, tres veces al día.
12.0	0.1096	politica, publico, educacion, servicio, forma, institucion, programa, sanidad, sistema, comun, jugar, realidad, explicar, falta, recurso, clase, calidad, dedicar, ciencia, privado	['sanidad', 'publico', 'educacion', 'eleccion', 'padre', 'cultura', 'esfuerzo', 'papel', 'madrid', 'españa', 'libertad', 'emocionante', 'vecino', 'parla', 'cariño']	@user7	Hemos hablado de sanidad pública, de educación, de la elección de los padres, de la cultura del esfuerzo, del papel de Madrid en España y, por supuesto, de Libertad. Ha sido una tarde muy emocionante con los vecinos de #Parla, a los que doy las gracias por su cariño.
2.0	0.0984	libertad, defender, español, españa, democracia, frente, pueblo, apoyo, fuerza, defensa, rey, respeto, constitucion, democratico, unidad, presidente, reconocer, interes, nacional, guerra	['miserable', 'despotico', 'gobierno', 'considerar', 'ley', 'interes', 'politico', 'plan', 'mantener', 'precio', 'perjudicial', 'español']	@user7	Es miserable y despótico que un gobierno considere que la Ley ha de tratar a los ciudadanos de una u otra manera según el interés político. . El único plan de Sánchez es mantenerse en el poder a cualquier precio, por perjudicial que sea para los españoles.
4.0	0.1195	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['madrid', 'region', 'abierto', 'españa', 'dedicar', 'energia', 'prosperidad', 'insistir', 'politica', 'fiscal', 'atraer', 'inversion', 'convertir', 'madrid', 'motor', 'economia', 'español', 'bajar', 'impuesto']	@user7	Madrid es una región abierta al resto de España y del mundo que dedica todas sus energías a crear prosperidad. Vamos a insistir en una política fiscal que atrae inversiones y que ha convertido a Madrid en el motor de la economía española. . Vamos a seguir bajando impuestos.
4.0	0.099	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['alberto', 'vigilante', 'usuario', 'negar', 'mascarilla', 'empujar', 'via', 'agradecer', 'dedicar', 'vida', 'proteger', 'valiente', 'balcon', 'sol']	@user7	Alberto es vigilante de @user. Hace días un usuario se negaba a utilizar mascarilla y le empujó hasta casi caer a las vías. . Hoy le hemos agradecido haber dedicado su vida a proteger a los demás y ser tan valiente en un momento así. . Hoy el balcón de Sol es para él.
8.0	0.1114	mujer, violencia, hombre, odio, joven, niño, sufrir, menor, cara, genero, escribir, condenar, miedo, voz, denunciar, libre, machista, matar, pena, discurso	['cuidar', 'necesitado', 'afectado', 'coronaviru', 'religioso', 'quejar', 'alzar', 'voz', 'recordar']	@user7	Hay unas personas de las que nunca se habla pero que siempre están ahí para cuidar de los más necesitados y ahora, están muy afectadas por el coronavirus porque muchas son muy mayores. Son las religiosas. Nunca se quejan, no alzan la voz. Y también las quiero recordar a ellas.
13.0	0.1221	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['gobernar', 'criterio', 'votar', 'politica', 'defender', 'apoyo', 'presidenta', 'partido', 'abandonar', 'principio', 'lealtad', 'votante']	@user7	Hay que gobernar para todos los ciudadanos bajo el criterio de quien te ha votado. Yo tengo claro las políticas que defendí cuando me dieron su apoyo [POLITICAL_PARTY], [POLITICAL_PARTY] y [POLITICAL_PARTY] para ser presidenta. Hablaré con todos los partidos pero no abandonaré mis principios por lealtad a estos votantes.
7.0	0.1625	vida, familia, recordar, victima, amigo, eta, hijo, memoria, padre, olvidar, muerte, luchar, civil, fuerte, compañero, nombre, morir, vasco, abrazo, paz	['izquierda', 'afin', 'asesinar', 'defender', 'vida', 'nacido', 'politica', 'nacido', 'diversidad', 'familia', 'numeroso', 'familia', 'monomarental', 'infancia']	@user7	@user Cuando la izquierda y sus medios afines me asesinaban por defender la vida del no nacido, ¿dónde estaba [POLITICAL_PARTY]? He sido la única que he hecho política para todos. Para el no nacido y para la diversidad. Para la familia numerosa o la familia monomarental. Para el mayor y la infancia.
13.0	0.1114	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['madrid', '-hoy-', 'pactar', 'votar', 'iniciativa', 'unir', 'alma', 'socialista', 'madrid', 'socialista']	@user7	Dice Ciudadanos en Madrid –hoy– que no van a pactar con el [POLITICAL_PARTY]. No se lo creen ni ellos. Han votado juntos el 63% de las iniciativas. Se han unido contra el [POLITICAL_PARTY] cada vez que han podido. El alma socialista les puede a todos. #MadridNoEsSocialista
4.0	0.1077	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['gabilondo', 'mentir', 'firmar', 'madrid', 'subida', 'indiscriminado', 'impuesto', 'falso', 'corregir', 'creible', 'ministro', 'moncloa']	@user7	Gabilondo miente:. 1. Hace tan sólo dos meses firmaba con Más Madrid una subida indiscriminada de impuestos a los madrileños. 2. ¿Dirá no a Podemos? Falso. Y ya le han corregido. Si quiere ser creíble, que salgan uno a uno los ministros de Iglesias de La Moncloa.
1.0	0.1202	futuro, proyecto, equipo, enhorabuena, compromiso, compartir, tierra, honor, orgullo, camino, esfuerzo, oportunidad, merecer, cultura, unir, dificil, suerte, participar, apoyo, acompañar	['enhorabuena', 'equipo', 'extincion', 'emergencia', 'estabilizar', 'incendio', 'forestal', 'batre', 'controlar', 'santo', 'maria', 'alameda', 'efectivo', 'luchar', 'navalacruz', 'unidad', 'terrestre', 'aereo']	@user7	Enhorabuena a los equipos de extinción y emergencias que han estabilizado el incendio forestal de Batres y controlado el de Santa María de la Alameda. . Estamos junto a los efectivos que luchan contra el #IFNavalacruz con unidades terrestres y aéreas de @user.
0.0	0.1299	crisis, empleo, plan, necesitar, economico, empresa, trabajador, cambio, social, sector, medida, ayuda, canario, economia, autonomo, paro, ayudar, laboral, erte, situacion	['lider', 'madrid', 'empleo', 'españa', 'paro', 'empleo', 'efectivo', 'generar', 'asumir', 'rienda', 'pandemia', 'empuje', 'madrid', 'paro', 'subir', 'españa']	@user7	Líderes:. ✅ En Madrid se han creado 1 de cada 4 empleos de España y es donde más cae el paro. . ✅ Somos quienes más empleo efectivo genera desde que asumimos las riendas de la pandemia. ✅ Sin el empuje de Madrid, el paro habría subido en más de 9.000 personas en España.
10.0	0.1024	derecho, ley, social, cumplir, justicia, igualdad, aprobar, paso, lucha, real, garantizar, avanzar, sociedad, seguridad, vivienda, historico, pension, dadania, lograr, proteccion	['madrid', 'responder', 'llamamiento', 'donacion', 'real', 'casa', 'correo', 'doble', 'objetivo', 'marcado', 'donante', 'profesional']	@user7	Madrid ha respondido al llamamiento de @user y en solo 3 días hemos conseguido 1.700 donaciones en la Real Casa de Correos. . En total, más de 6.000, el doble del objetivo marcado. Muchas gracias a los donantes y a los profesionales que lo han hecho posible.
4.0	0.1062	gobierno, españa, español, pagar, impuesto, luz, subir, mocion, precio, bajar, fiscal, censura, mentir, iva, mascarilla, exigir, proponer, anunciar, subida, progresista	['madrid', 'aprobar', 'presupuesto', 'elevado', 'historia', 'subir', 'impuesto', 'regla', 'juego', 'empresa', 'demandar', 'urna', 'recogido', 'prosperidad', 'libertad']	@user7	Gracias a [POLITICAL_PARTY] y [POLITICAL_PARTY], Madrid ha aprobado los presupuestos más elevados de su historia. . Sin subir los impuestos ni cambiar las reglas del juego a la empresa. . Todo lo que los ciudadanos nos demandaron en las urnas el 4 de mayo está recogido. . Prosperidad y libertad.
11.0	0.106	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['vandalo', 'destrozar', 'cruceiro', 'plaza', 'benavente', 'madrid', 'regalo', 'capital', 'españa', 'culto', 'atacar', 'sensibilidad', 'delito', 'investigar', 'culpable', 'ley']	@user7	Unos vándalos han destrozado el Cruceiro de la Plaza de Benavente de Madrid. Era un regalo de Galicia a la capital de España. Se empieza por lugares de culto, por atacar valores y sensibilidades, y se sigue así. Este delito debe investigarse y poner a los culpables ante la ley.
3.0	0.0961	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['reaccionar', 'colegio', 'frente', 'inaccion', 'gobierno', 'aula', 'plan', 'elaborado', 'madrid']	@user7	Fue @user la primera en reaccionar y la primera en cerrar los colegios. . Ahora, de nuevo frente a la inacción del Gobierno, hemos vuelto a ser los primeros en decir cómo había que volver a las aulas. Un plan que el 30 de junio ya estaba elaborado. . #DER20Madrid
11.0	0.1166	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['bandera', 'comunidad', 'color', 'rojo', 'expresar', 'orgullo', 'origen', 'castellano', 'estrella', 'constelacion', 'osa', 'recortar', 'guadarrama', 'marcar', 'norte', 'osa', 'campear', 'escudo', 'capital']	@user7	El 31 de enero de 1984 se iza por primera vez la bandera de nuestra Comunidad. Su color rojo expresa el orgullo de su origen castellano. Sus 7 estrellas, la constelación de la Osa, que se recorta sobre el Guadarrama marcando el Norte. La osa que campea en el escudo de la capital
3.0	0.1077	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['motivo', 'chico', 'suicidarse', 'acoso', 'escolar', 'protocolo', 'funcionar', 'reducir', 'caso', 'legislatura', 'curso']	@user7	No están claros los motivos por los que el chico madrileño se ha suicidado. . Pero sea o no acoso escolar, hay que saber que la @user tiene un protocolo que está funcionando muy bien. Se ha conseguido reducir un 54% los casos en una legislatura: 83 de media por curso.
7.0	0.1165	vida, familia, recordar, victima, amigo, eta, hijo, memoria, padre, olvidar, muerte, luchar, civil, fuerte, compañero, nombre, morir, vasco, abrazo, paz	['familia', 'numeroso', 'trasladar', 'ayuda', 'contar', 'concebido', 'nacido', 'puntuar', 'peticion', 'plaza', 'escolar', 'titulo', 'familia', 'dictadura', 'progre', 'motivo', 'guasa', 'feminista']	@user7	Las familias numerosas me trasladaron que sería de gran ayuda que se contara con el concebido aún no nacido a la hora de puntuar para peticiones de plazas escolares y el título de familia. Para la dictadura progre es motivo de guasa, empezando por muchas que se llaman feministas.
13.0	0.1147	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['viajar', 'vasco', 'dormir', 'mesa', 'electoral', 'dedicar', 'mitin', 'interventor', 'apoderado', 'enfermo', 'piel', 'joven', 'pelear', 'amigo', 'votar', 'orgulloso']	@user7	A los que viajan al #PaísVasco sin dormir para estar en una mesa electoral; a los que dedican su tiempo a mítines o a ser interventores y apoderados; a los enfermos que se dejan la piel, mayores o jóvenes que pelean para que sus amigos nos voten: #Gracias. Orgullosa de @user
11.0	0.0996	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['plaza', 'españa', 'leganes', 'llenar', 'vecino', 'cambio', 'oir', 'grito', 'libertad', 'igualdad', 'español', 'harto', 'gobierno', 'entrega', 'golpista', 'referendum', 'cataluña']	@user7	Hoy la Plaza de España de #Leganés se ha llenado de vecinos que piden un cambio. Pero sobre todo se ha oído el grito por la libertad y la igualdad de todos los españoles, hartos del gobierno de Pedro Sánchez y su entrega a los golpistas. Nos lleva a un referéndum en Cataluña.
2.0	0.0884	libertad, defender, español, españa, democracia, frente, pueblo, apoyo, fuerza, defensa, rey, respeto, constitucion, democratico, unidad, presidente, reconocer, interes, nacional, guerra	['madrid', 'capital', 'orgullo', 'decada', 'gestionar', 'izquierda', 'extremista', 'adueñar', 'bandera', 'expulsar', 'adversario', 'politica', 'economicamente', 'pretendido', 'lucha', 'identidad']	@user7	Madrid ha sido capital del orgullo durante décadas, gestionando el [POLITICAL_PARTY] y antes de que llegara la izquierda extremista. Ésta junto al [POLITICAL_PARTY] se ha intentado adueñar de una bandera para expulsar al adversario y vivir política y económicamente de esta pretendida lucha de identidad.
2.0	0.1063	libertad, defender, español, españa, democracia, frente, pueblo, apoyo, fuerza, defensa, rey, respeto, constitucion, democratico, unidad, presidente, reconocer, interes, nacional, guerra	['españa', 'secuestrado', 'minoria', 'odiar', 'deterioro', 'institucion', 'libertad', 'igualdad', 'grave', 'presidente', 'camino', 'tocar', 'decidir', 'futuro', 'futuro', 'españa']	@user7	España está hoy secuestrada por minorías que la odian. El deterioro de las instituciones, de la libertad y de la igualdad en nuestro país es cada vez más grave. . Por eso, si el presidente Sánchez sigue por este camino, tocará decidir entre su futuro o el futuro de España.
7.0	0.1063	vida, familia, recordar, victima, amigo, eta, hijo, memoria, padre, olvidar, muerte, luchar, civil, fuerte, compañero, nombre, morir, vasco, abrazo, paz	['proyecto', 'nacer', 'duro', 'congreso', 'dirigir', 'tamaño', 'partido', 'actual', 'circunstancia', 'adios', 'genova', 'idea', 'fusion', 'casa', 'comun', 'paz', 'libertad', 'españa']	@user7	El proyecto de @user nació de un duro congreso. Como lo es dirigir tamaño partido en las actuales circunstancias. Adiós Génova. Es el momento de nuevas ideas pero también, fusiones. Seamos la casa común de todos los que quieren vivir en paz y en Libertad en España.
10.0	0.1165	derecho, ley, social, cumplir, justicia, igualdad, aprobar, paso, lucha, real, garantizar, avanzar, sociedad, seguridad, vivienda, historico, pension, dadania, lograr, proteccion	['españa', 'apostar', 'cohesion', 'politico', 'empeñado', 'igualdad', 'oportunidad', 'aspirar', 'presidir', 'comunidad', 'madrid', 'aspirar', 'presidir', 'casa', 'español']	@user7	Creo en una España que apuesta por la cohesión y no en políticos empeñados en crear ciudadanos de primera o de segunda. Creo en la igualdad de oportunidades para todos porque aquel que aspira a presidir la Comunidad de Madrid, aspira a presidir la casa de todos los españoles.
